B1,SE1
D1,SE1
D2,SE1
E0,SE1
E1,SE1
E2,SE1
E3,SE1
F1,SE1
F2,SE1
I1,SE1
I2,SE1
SP1,SE1
SP2,SE1
B1,SE2
D1,SE2
D2,SE2
E0,SE2
E1,SE2
E2,SE2
E3,SE2
F1,SE2
F2,SE2
I1,SE2
I2,SE2
SP1,SE2
SP2,SE2
B1,SE3
D1,SE3
D2,SE3
E0,SE3
E1,SE3
E2,SE3
E3,SE3
F1,SE3
F2,SE3
I1,SE3
I2,SE3
SP1,SE3
SP2,SE3
